altura,peso,idade
1.76,116.6,40
1.79,69.7,54
1.67,50.1,25
1.85,90.8,24
1.6,66.4,80
1.55,72.5,66
1.57,111.9,80
1.76,59.6,45
1.41,60.3,73
1.83,60.0,76
1.42,107.8,78
1.53,45.9,60
1.54,42.6,73
1.61,83.1,45
1.79,57.2,72
1.47,69.8,78
1.47,45.4,54
1.74,59.4,85
1.59,43.0,81
1.7,103.4,36
1.42,88.1,44
1.4,45.4,51
1.48,68.9,20
1.74,76.0,72
1.86,103.4,33
1.72,105.2,28
1.68,69.1,68
1.61,80.5,59
1.6,86.1,41
1.43,68.9,60
1.42,110.3,18
1.99,76.5,64
1.89,47.4,55
1.48,104.0,15
1.93,70.6,14
1.96,92.6,51
1.67,117.3,45
1.54,119.2,62
1.49,79.9,43
1.92,84.1,13
1.8,111.3,64
1.6,86.8,74
1.92,97.7,80
1.55,52.9,13
1.67,88.7,43
1.56,56.7,55
1.7,74.1,88
1.49,101.2,90
1.54,49.2,23
1.95,91.8,44
1.84,40.6,53
1.6,56.5,26
1.58,100.2,24
1.75,103.1,65
1.98,117.8,68
1.92,52.3,74
1.94,104.2,69
1.42,56.5,88
1.41,94.5,16
1.63,86.3,89
1.78,104.3,84
1.53,50.3,68
1.74,92.9,53
1.5,46.3,88
1.92,102.7,16
1.48,94.5,49
1.7,103.1,57
1.93,80.6,22
1.74,96.4,79
1.48,43.1,75
1.56,119.7,39
1.52,74.1,62
1.7,61.0,28
1.43,94.5,54
1.42,40.5,50
1.7,57.1,19
1.5,66.3,35
1.46,59.3,90
1.52,45.3,14
1.89,76.4,69
1.65,100.1,56
1.68,93.1,78
1.86,97.1,16
1.77,91.7,69
1.75,49.8,61
1.57,82.7,17
1.92,57.3,16
1.91,95.7,41
1.42,64.4,54
1.61,43.6,76
1.78,94.3,42
1.61,59.5,80
1.83,55.0,49
1.75,116.1,63
1.47,94.5,89
1.81,115.1,74
1.74,79.4,76
1.82,116.6,34
1.66,53.7,49
1.44,51.0,46
1.78,70.0,13
1.67,108.7,61
1.42,100.3,14
1.41,56.0,20
1.88,77.9,15
1.75,102.1,81
1.85,103.3,17
1.83,52.3,12
1.69,98.4,16
1.43,40.5,74
1.71,69.8,86
1.45,89.1,40
1.8,49.0,57
1.7,89.7,40
1.89,107.4,47
1.71,95.6,65
1.67,62.5,65
1.82,87.2,71
1.51,46.8,88
1.9,113.0,84
1.92,119.0,88
1.66,105.6,69
1.6,84.2,24
1.84,113.3,80
1.93,92.9,52
1.82,113.0,25
1.64,98.7,27
1.4,74.1,57
1.76,89.4,14
1.62,89.7,23
1.8,56.1,66
1.58,45.1,29
1.77,86.8,69
1.55,54.1,72
1.98,117.7,47
1.93,66.4,84
1.64,79.3,27
1.88,40.8,76
1.83,103.7,44
1.83,104.8,37
1.98,97.4,41
1.41,89.9,27
1.96,77.1,26
1.72,93.2,32
1.41,113.3,54
1.98,110.4,39
1.43,56.2,45
1.45,53.9,79
1.92,69.0,53
2.0,114.4,77
1.97,80.7,55
1.68,77.9,17
1.54,79.5,39
1.84,49.3,83
1.51,59.9,82
1.52,47.9,15
1.9,70.7,89
1.82,92.2,88
1.49,108.7,18
1.69,53.6,27
2.0,100.4,35
1.46,43.3,79
1.71,112.1,15
1.77,79.4,32
1.65,112.3,72
1.43,99.1,82
1.89,82.0,32
1.47,82.9,82
1.93,47.5,87
1.79,87.7,43
1.47,41.2,47
1.92,76.6,18
1.87,110.8,10
1.59,114.1,17
1.7,69.2,32
1.7,58.8,13
1.89,114.2,20
1.81,90.9,59
1.75,97.6,51
1.8,76.4,75
1.83,92.4,58
1.6,51.0,29
1.72,67.4,17
1.42,65.8,20
1.77,105.4,53
1.59,68.2,20
1.78,47.1,71
1.49,84.5,28
1.46,83.7,33
1.68,55.2,22
1.65,107.8,87
1.58,92.4,60
1.58,57.9,50
1.55,53.2,53
1.93,89.4,43
1.63,49.2,51
1.47,55.7,50
1.83,91.3,27
1.73,98.3,68
1.63,94.1,34
1.8,91.9,65
1.71,95.4,10
1.42,52.7,61
1.91,65.8,26
1.9,94.3,53
1.98,108.3,52
1.77,65.0,84
1.65,63.7,79
1.85,93.5,50
1.87,60.8,70
1.85,92.5,66
1.97,81.6,64
1.52,80.7,26
1.93,70.4,31
1.49,113.2,37
1.74,119.8,25
1.52,71.4,89
1.64,96.5,18
1.52,109.8,18
1.52,68.4,28
1.81,94.7,15
1.63,93.3,18
1.86,50.7,37
1.5,93.0,51
1.61,113.5,51
1.44,52.9,28
1.69,85.9,50
1.52,40.8,80
1.66,46.3,33
1.97,63.8,39
1.84,53.9,46
1.8,80.2,17
1.8,82.7,79
1.69,118.5,63
1.51,112.5,10
1.64,69.2,31
1.84,66.8,11
1.52,50.7,63
1.57,95.5,60
1.53,109.4,34
1.56,61.2,15
1.92,86.2,30
1.72,107.2,55
1.62,93.4,82
1.53,83.1,50
1.88,58.1,23
1.98,64.5,16
1.82,55.8,80
1.54,41.3,30
1.92,65.4,89
1.75,50.0,35
1.82,40.6,22
1.94,85.3,17
1.55,62.2,21
1.7,102.5,80
1.77,52.4,17
1.71,114.5,85
1.45,95.5,59
1.8,110.1,52
1.89,96.0,74
1.73,108.4,71
1.67,44.7,79
1.78,98.2,68
1.95,60.0,27
1.92,56.5,73
1.89,92.7,23
1.52,52.7,72
1.55,58.3,89
1.88,105.9,27
1.41,61.0,32
1.97,75.2,15
1.64,88.8,51
1.67,43.0,62
1.6,42.7,18
1.7,90.0,34
1.49,98.6,30
1.61,90.4,38
1.69,91.1,30
1.84,64.5,55
1.53,85.1,77
1.95,94.0,36
1.92,52.9,39
1.69,86.1,67
1.79,73.2,58
1.77,115.0,47
1.43,73.5,21
1.46,108.9,87
1.89,79.4,74
1.62,110.9,41
1.45,85.3,72
1.47,98.6,65
1.59,49.1,53
1.79,80.1,13
1.59,48.5,18
1.44,99.7,45
1.53,116.1,33
1.61,75.3,46
1.46,98.5,71
1.94,111.2,53
1.57,113.5,39
1.97,52.4,36
1.83,70.4,83
1.99,61.6,48
1.42,94.4,10
1.75,42.8,60
1.95,116.6,28
1.66,41.3,60
1.95,105.8,84
1.66,73.8,52
1.48,99.7,82
1.65,63.4,44
1.79,55.4,56
1.68,111.3,68
1.75,108.3,84
1.77,85.1,61
1.64,47.5,39
1.95,66.0,34
2.0,80.7,48
1.49,72.2,68
1.97,94.7,81
1.72,89.3,15
1.46,45.4,21
1.75,40.4,30
1.95,75.7,48
1.83,57.4,58
1.9,76.9,56
1.69,83.2,61
1.88,48.4,69
1.51,87.8,61
1.9,67.0,42
1.51,40.2,38
1.46,41.7,57
1.56,69.0,25
1.61,99.4,21
1.77,87.4,52
1.96,49.1,60
1.58,88.5,55
1.58,40.2,20
1.99,99.1,89
1.78,87.2,77
1.69,51.8,41
1.6,43.5,87
1.54,44.0,58
1.81,98.7,65
1.89,42.4,71
1.46,73.2,65
1.53,76.2,78
1.55,78.0,88
1.58,56.3,87
1.43,58.0,47
1.89,51.0,55
1.73,80.8,38
1.92,87.5,27
1.4,112.7,77
1.8,83.2,76
1.88,76.1,22
1.6,70.9,30
1.53,49.2,10
1.57,101.2,75
1.44,107.7,49
1.54,114.3,70
1.69,53.3,48
1.5,67.5,29
1.84,88.0,86
1.71,110.9,76
1.69,50.6,21
1.52,100.7,78
1.48,64.6,57
1.91,110.6,50
1.72,68.6,62
1.85,72.0,45
1.69,115.0,63
1.44,73.0,69
1.67,111.9,22
1.61,65.6,29
1.75,106.6,55
1.93,110.7,50
1.75,118.8,28
1.63,99.1,14
2.0,53.3,66
1.67,84.2,73
1.98,71.5,55
1.95,51.7,36
1.43,82.7,58
1.9,118.5,33
1.43,105.8,17
1.52,117.8,39
1.66,48.3,86
1.86,57.0,76
1.98,100.3,19
1.73,96.0,14
1.89,50.1,17
1.44,101.5,36
1.6,83.0,52
1.96,90.6,57
1.84,96.4,19
1.62,50.8,38
1.52,74.1,66
1.69,51.3,71
1.72,102.3,63
1.88,104.5,62
1.42,107.4,76
1.81,116.5,10
1.61,53.6,64
1.59,78.1,75
1.51,92.9,13
1.68,53.0,45
1.74,114.7,56
1.61,79.4,79
1.67,51.4,37
1.65,60.3,76
1.74,63.6,11
1.66,42.1,50
1.54,103.2,64
1.57,103.6,35
1.8,84.4,10
1.9,74.9,38
1.44,116.2,51
1.49,83.2,50
1.73,65.2,58
1.72,94.1,48
1.99,88.2,12
1.93,46.6,61
1.65,45.8,83
1.95,68.0,26
1.63,81.5,46
1.64,102.2,37
1.49,53.1,34
1.97,89.5,48
1.61,47.1,31
1.61,92.9,85
1.76,71.1,38
1.49,115.6,28
1.76,99.8,81
1.96,92.9,39
1.62,110.6,29
1.48,56.4,24
1.93,119.6,13
1.45,86.6,44
1.97,57.6,56
1.97,49.3,53
1.41,48.4,20
1.6,70.4,39
1.5,51.7,47
1.52,113.8,83
1.89,54.7,10
1.44,114.1,57
1.66,43.6,87
1.41,101.3,37
1.93,67.0,79
1.93,109.9,66
1.64,96.3,13
1.66,113.9,81
1.68,112.0,10
1.63,119.0,38
1.74,61.1,57
1.62,100.9,72
1.75,43.4,22
1.64,72.5,40
1.51,98.0,42
1.58,100.9,40
1.95,90.7,84
1.7,82.0,55
1.53,101.1,67
1.85,68.9,58
1.44,44.6,49
1.42,54.1,78
1.85,86.8,22
1.42,82.8,41
1.72,72.2,85
1.95,68.1,12
1.79,94.4,44
1.67,76.5,72
1.56,85.5,69
1.44,72.8,64
1.9,103.9,41
1.6,108.2,32
1.9,94.7,23
1.47,59.9,65
1.85,76.4,68
1.59,95.3,61
1.57,101.8,20
1.96,53.8,88
1.51,114.8,14
1.51,56.9,61
1.77,105.5,26
1.59,84.0,21
1.51,93.5,62
1.42,89.5,65
1.64,99.1,78
1.69,55.7,78
1.77,69.7,25
1.62,115.1,74
1.84,41.2,38
1.5,104.2,67
1.43,45.3,24
1.9,78.0,36
1.97,44.1,76
1.44,86.6,17
1.96,55.5,66
1.98,113.2,54
1.95,81.7,55
1.96,80.0,14
1.62,69.2,40
1.85,95.3,23
1.94,49.9,25
1.97,96.2,87
1.74,83.3,65
1.85,108.4,70
1.53,66.1,30
1.77,103.5,43
1.92,47.2,43
1.72,92.4,87
1.45,60.2,63
1.88,75.0,78
1.97,78.2,31
1.5,94.4,18
1.69,114.3,56
1.91,50.3,58
1.66,40.8,11
1.53,48.8,29
1.79,91.8,27
1.79,105.8,25
1.57,102.2,21
1.98,117.2,60
1.47,61.4,57
1.52,41.7,84
1.82,62.4,12
1.93,98.5,33
1.68,119.2,56
1.83,55.1,33
1.67,61.0,74
1.91,109.1,25
1.61,61.3,60
1.6,94.8,24
1.74,106.7,89
1.6,53.3,18
1.77,95.9,84
1.89,55.6,10
1.54,112.0,67
1.67,83.4,55
1.51,61.9,27
1.49,111.1,40
1.55,81.3,76
1.7,90.0,42
1.58,44.0,18
1.55,69.0,67
1.92,40.1,71
1.75,81.1,51
1.46,79.2,67
1.73,43.4,40
1.52,103.2,70
2.0,77.2,40
1.98,107.9,11
1.71,96.6,12
1.42,54.5,12
1.58,60.6,13
1.79,71.4,28
1.74,56.0,39
1.49,112.6,72
1.73,74.7,85
1.74,102.4,57
1.51,78.8,34
1.79,69.7,20
1.64,96.4,25
1.7,94.6,76
1.69,109.9,89
1.95,41.1,29
1.54,96.6,44
1.7,55.9,81
1.63,80.2,38
1.61,118.0,28
1.73,81.9,14
1.62,111.3,28
1.7,43.4,47
1.83,86.2,64
1.47,103.9,14
1.62,52.5,70
1.63,94.9,15
2.0,109.3,42
1.43,81.3,20
2.0,106.5,52
1.58,82.2,84
1.75,79.7,89
1.87,117.1,87
1.49,119.6,37
1.56,66.1,10
1.45,60.9,13
1.7,97.2,82
1.61,108.1,85
1.68,68.5,51
1.44,100.0,20
1.49,90.2,34
1.5,64.2,85
1.6,53.8,87
1.97,85.7,79
1.97,112.2,11
1.94,61.2,30
1.64,42.4,63
1.88,53.9,75
1.74,75.1,16
1.76,57.8,77
